participant_id,week,program,age_group,community,baseline_habit_strength,convenience,social_norm,environmental_fit,motivation,competing_demands,habit_persistence,feedback_visibility,incentive_active,support_quality,life_event,engagement_score,activity_count,self_report_adoption
4,1,healthy_eating,60+,urban,0.567,0.591,0.133,0.534,0.275,0.289,0.385,0.447,1,0.22,0,0.638,11,1
4,2,healthy_eating,60+,urban,0.567,0.591,0.133,0.534,0.301,0.257,0.385,0.447,1,0.22,0,0.683,4,1
4,3,healthy_eating,60+,urban,0.567,0.591,0.133,0.534,0.304,0.242,0.385,0.447,1,0.22,0,0.708,6,1
4,4,healthy_eating,60+,urban,0.567,0.591,0.133,0.534,0.295,0.288,0.385,0.447,1,0.22,0,0.721,9,1
4,5,healthy_eating,60+,urban,0.567,0.591,0.133,0.534,0.265,0.279,0.385,0.447,1,0.22,0,0.726,9,1
4,6,healthy_eating,60+,urban,0.567,0.591,0.133,0.534,0.246,0.292,0.385,0.447,1,0.22,0,0.729,9,1
4,7,healthy_eating,60+,urban,0.567,0.591,0.133,0.534,0.251,0.313,0.385,0.447,1,0.22,0,0.741,2,1
4,8,healthy_eating,60+,urban,0.567,0.591,0.133,0.534,0.252,0.273,0.385,0.447,1,0.22,0,0.747,5,1
4,9,healthy_eating,60+,urban,0.567,0.591,0.133,0.534,0.282,0.286,0.385,0.447,0,0.22,0,0.711,7,1
4,10,healthy_eating,60+,urban,0.567,0.591,0.133,0.534,0.238,0.303,0.385,0.447,0,0.22,0,0.684,9,1
4,11,healthy_eating,60+,urban,0.567,0.591,0.133,0.534,0.203,0.3,0.385,0.447,0,0.202,0,0.68,10,1
4,12,healthy_eating,60+,urban,0.567,0.591,0.133,0.534,0.197,0.292,0.385,0.447,0,0.184,0,0.672,0,1
4,13,healthy_eating,60+,urban,0.567,0.591,0.133,0.534,0.209,0.271,0.385,0.435,0,0.166,0,0.653,7,1
4,14,healthy_eating,60+,urban,0.567,0.591,0.133,0.534,0.208,0.28,0.385,0.423,0,0.148,0,0.659,7,1
4,15,healthy_eating,60+,urban,0.567,0.591,0.133,0.534,0.224,0.31,0.385,0.411,0,0.13,0,0.634,9,1
4,16,healthy_eating,60+,urban,0.567,0.591,0.133,0.534,0.184,0.234,0.385,0.399,0,0.112,0,0.614,5,1
4,17,healthy_eating,60+,urban,0.567,0.591,0.133,0.534,0.179,0.249,0.385,0.387,0,0.094,0,0.572,7,1
4,18,healthy_eating,60+,urban,0.567,0.591,0.133,0.534,0.174,0.238,0.385,0.375,0,0.076,0,0.582,7,1
4,19,healthy_eating,60+,urban,0.567,0.591,0.133,0.534,0.135,0.251,0.385,0.363,0,0.058,0,0.604,3,1
4,20,healthy_eating,60+,urban,0.567,0.591,0.133,0.534,0.142,0.259,0.385,0.351,0,0.04,0,0.582,3,1
4,21,healthy_eating,60+,urban,0.567,0.591,0.133,0.534,0.145,0.257,0.385,0.339,0,0.022,0,0.557,2,1
4,22,healthy_eating,60+,urban,0.567,0.591,0.133,0.534,0.175,0.277,0.385,0.327,0,0.004,0,0.526,5,0
4,23,healthy_eating,60+,urban,0.567,0.591,0.133,0.534,0.148,0.262,0.385,0.315,0,0.0,0,0.531,7,1
4,24,healthy_eating,60+,urban,0.567,0.591,0.133,0.534,0.165,0.317,0.385,0.303,0,0.0,0,0.531,8,1
5,1,healthy_eating,26-40,suburban,0.283,0.666,0.665,0.303,0.793,0.432,0.444,0.138,1,0.674,0,0.467,5,0
5,2,healthy_eating,26-40,suburban,0.283,0.666,0.665,0.303,0.845,0.378,0.444,0.138,1,0.674,0,0.576,5,0
5,3,healthy_eating,26-40,suburban,0.283,0.666,0.665,0.303,0.815,0.417,0.444,0.138,1,0.674,0,0.652,5,1
5,4,healthy_eating,26-40,suburban,0.283,0.666,0.665,0.303,0.758,0.457,0.444,0.138,1,0.674,0,0.703,7,1
5,5,healthy_eating,26-40,suburban,0.283,0.666,0.665,0.303,0.784,0.437,0.444,0.138,1,0.674,0,0.757,5,1
5,6,healthy_eating,26-40,suburban,0.283,0.666,0.665,0.303,0.779,0.453,0.444,0.138,1,0.674,0,0.773,5,1
5,7,healthy_eating,26-40,suburban,0.283,0.666,0.665,0.303,0.764,0.453,0.444,0.138,1,0.674,0,0.766,5,1
5,8,healthy_eating,26-40,suburban,0.283,0.666,0.665,0.303,0.797,0.49,0.444,0.138,1,0.674,0,0.781,14,1
5,9,healthy_eating,26-40,suburban,0.283,0.666,0.665,0.303,0.731,0.471,0.444,0.138,0,0.674,0,0.781,5,1
5,10,healthy_eating,26-40,suburban,0.283,0.666,0.665,0.303,0.745,0.478,0.444,0.138,0,0.674,0,0.769,4,1
5,11,healthy_eating,26-40,suburban,0.283,0.666,0.665,0.303,0.748,0.481,0.444,0.138,0,0.656,0,0.757,8,1
5,12,healthy_eating,26-40,suburban,0.283,0.666,0.665,0.303,0.734,0.455,0.444,0.138,0,0.638,0,0.748,8,1
5,13,healthy_eating,26-40,suburban,0.283,0.666,0.665,0.303,0.704,0.412,0.444,0.126,0,0.62,0,0.71,7,1
5,14,healthy_eating,26-40,suburban,0.283,0.666,0.665,0.303,0.714,0.47,0.444,0.114,0,0.602,0,0.713,10,1
5,15,healthy_eating,26-40,suburban,0.283,0.666,0.665,0.303,0.719,0.49,0.444,0.102,0,0.584,0,0.714,9,1
5,16,healthy_eating,26-40,suburban,0.283,0.666,0.665,0.303,0.645,0.455,0.444,0.09,0,0.566,0,0.682,4,1
5,17,healthy_eating,26-40,suburban,0.283,0.666,0.665,0.303,0.697,0.471,0.444,0.078,0,0.548,0,0.665,5,1
5,18,healthy_eating,26-40,suburban,0.283,0.666,0.665,0.303,0.67,0.429,0.444,0.066,0,0.53,0,0.638,7,1
5,19,healthy_eating,26-40,suburban,0.283,0.666,0.665,0.303,0.672,0.476,0.444,0.054,0,0.512,0,0.62,4,1
5,20,healthy_eating,26-40,suburban,0.283,0.666,0.665,0.303,0.62,0.591,0.444,0.042,0,0.494,1,0.594,11,1
5,21,healthy_eating,26-40,suburban,0.283,0.666,0.665,0.303,0.677,0.658,0.444,0.03,0,0.476,0,0.523,5,0
5,22,healthy_eating,26-40,suburban,0.283,0.666,0.665,0.303,0.692,0.633,0.444,0.018,0,0.458,0,0.49,5,0
5,23,healthy_eating,26-40,suburban,0.283,0.666,0.665,0.303,0.656,0.594,0.444,0.006,0,0.44,0,0.487,5,1
5,24,healthy_eating,26-40,suburban,0.283,0.666,0.665,0.303,0.634,0.629,0.444,0.0,0,0.422,0,0.483,4,0
6,1,digital_wellbeing,26-40,urban,0.259,0.842,0.629,0.681,0.14,0.66,0.377,0.786,1,0.72,0,0.487,4,1
6,2,digital_wellbeing,26-40,urban,0.259,0.842,0.629,0.681,0.149,0.715,0.377,0.786,1,0.72,0,0.628,6,1
6,3,digital_wellbeing,26-40,urban,0.259,0.842,0.629,0.681,0.122,0.688,0.377,0.786,1,0.72,0,0.716,10,1
6,4,digital_wellbeing,26-40,urban,0.259,0.842,0.629,0.681,0.144,0.675,0.377,0.786,1,0.72,0,0.767,14,1
6,5,digital_wellbeing,26-40,urban,0.259,0.842,0.629,0.681,0.112,0.68,0.377,0.786,1,0.72,0,0.793,11,1
6,6,digital_wellbeing,26-40,urban,0.259,0.842,0.629,0.681,0.085,0.717,0.377,0.786,1,0.72,0,0.805,3,1
6,7,digital_wellbeing,26-40,urban,0.259,0.842,0.629,0.681,0.077,0.633,0.377,0.786,1,0.72,0,0.828,8,1
6,8,digital_wellbeing,26-40,urban,0.259,0.842,0.629,0.681,0.086,0.61,0.377,0.786,1,0.72,0,0.83,9,1
6,9,digital_wellbeing,26-40,urban,0.259,0.842,0.629,0.681,0.06,0.664,0.377,0.786,0,0.72,0,0.8,3,1
6,10,digital_wellbeing,26-40,urban,0.259,0.842,0.629,0.681,0.095,0.683,0.377,0.786,0,0.72,0,0.795,11,1
6,11,digital_wellbeing,26-40,urban,0.259,0.842,0.629,0.681,0.049,0.724,0.377,0.786,0,0.702,0,0.764,7,1
6,12,digital_wellbeing,26-40,urban,0.259,0.842,0.629,0.681,0.034,0.663,0.377,0.786,0,0.684,0,0.727,9,1
6,13,digital_wellbeing,26-40,urban,0.259,0.842,0.629,0.681,0.012,0.705,0.377,0.774,0,0.666,0,0.703,11,1
6,14,digital_wellbeing,26-40,urban,0.259,0.842,0.629,0.681,0.055,0.683,0.377,0.762,0,0.648,0,0.702,8,1
6,15,digital_wellbeing,26-40,urban,0.259,0.842,0.629,0.681,0.019,0.624,0.377,0.75,0,0.63,0,0.677,4,1
6,16,digital_wellbeing,26-40,urban,0.259,0.842,0.629,0.681,0.011,0.668,0.377,0.738,0,0.612,0,0.655,9,1
6,17,digital_wellbeing,26-40,urban,0.259,0.842,0.629,0.681,0.027,0.708,0.377,0.726,0,0.594,0,0.619,12,1
6,18,digital_wellbeing,26-40,urban,0.259,0.842,0.629,0.681,0.013,0.697,0.377,0.714,0,0.576,0,0.576,6,1
6,19,digital_wellbeing,26-40,urban,0.259,0.842,0.629,0.681,0.0,0.619,0.377,0.702,0,0.558,0,0.535,3,1
6,20,digital_wellbeing,26-40,urban,0.259,0.842,0.629,0.681,0.0,0.7,0.377,0.69,0,0.54,0,0.528,2,0
6,21,digital_wellbeing,26-40,urban,0.259,0.842,0.629,0.681,0.0,0.7,0.377,0.678,0,0.522,0,0.518,4,1
6,22,digital_wellbeing,26-40,urban,0.259,0.842,0.629,0.681,0.0,0.687,0.377,0.666,0,0.504,0,0.507,7,1
6,23,digital_wellbeing,26-40,urban,0.259,0.842,0.629,0.681,0.0,0.723,0.377,0.654,0,0.486,0,0.455,2,0
6,24,digital_wellbeing,26-40,urban,0.259,0.842,0.629,0.681,0.0,0.633,0.377,0.642,0,0.468,0,0.423,4,0
7,1,healthy_eating,26-40,urban,0.568,0.588,0.628,0.327,0.798,0.568,0.218,0.292,1,0.305,0,0.654,4,1
7,2,healthy_eating,26-40,urban,0.568,0.588,0.628,0.327,0.827,0.58,0.218,0.292,1,0.305,0,0.706,9,1
7,3,healthy_eating,26-40,urban,0.568,0.588,0.628,0.327,0.825,0.641,0.218,0.292,1,0.305,0,0.727,5,1
7,4,healthy_eating,26-40,urban,0.568,0.588,0.628,0.327,0.824,0.577,0.218,0.292,1,0.305,0,0.732,3,1
7,5,healthy_eating,26-40,urban,0.568,0.588,0.628,0.327,0.79,0.61,0.218,0.292,1,0.305,0,0.75,4,1
7,6,healthy_eating,26-40,urban,0.568,0.588,0.628,0.327,0.794,0.662,0.218,0.292,1,0.305,0,0.766,9,1
7,7,healthy_eating,26-40,urban,0.568,0.588,0.628,0.327,0.778,0.6,0.218,0.292,1,0.305,0,0.781,6,1
7,8,healthy_eating,26-40,urban,0.568,0.588,0.628,0.327,0.772,0.614,0.218,0.292,1,0.305,0,0.78,11,1
7,9,healthy_eating,26-40,urban,0.568,0.588,0.628,0.327,0.781,0.622,0.218,0.292,0,0.305,0,0.75,6,1
7,10,healthy_eating,26-40,urban,0.568,0.588,0.628,0.327,0.737,0.592,0.218,0.292,0,0.305,0,0.759,6,1
7,11,healthy_eating,26-40,urban,0.568,0.588,0.628,0.327,0.758,0.651,0.218,0.292,0,0.287,0,0.771,10,1
7,12,healthy_eating,26-40,urban,0.568,0.588,0.628,0.327,0.735,0.623,0.218,0.292,0,0.269,0,0.747,3,1
7,13,healthy_eating,26-40,urban,0.568,0.588,0.628,0.327,0.732,0.635,0.218,0.28,0,0.251,0,0.702,3,1
7,14,healthy_eating,26-40,urban,0.568,0.588,0.628,0.327,0.75,0.657,0.218,0.268,0,0.233,0,0.69,12,1
7,15,healthy_eating,26-40,urban,0.568,0.588,0.628,0.327,0.674,0.612,0.218,0.256,0,0.215,0,0.68,5,1
7,16,healthy_eating,26-40,urban,0.568,0.588,0.628,0.327,0.721,0.661,0.218,0.244,0,0.197,0,0.671,7,1
7,17,healthy_eating,26-40,urban,0.568,0.588,0.628,0.327,0.702,0.633,0.218,0.232,0,0.179,0,0.642,7,1
7,18,healthy_eating,26-40,urban,0.568,0.588,0.628,0.327,0.684,0.641,0.218,0.22,0,0.161,0,0.619,5,1
7,19,healthy_eating,26-40,urban,0.568,0.588,0.628,0.327,0.667,0.605,0.218,0.208,0,0.143,0,0.602,5,0
7,20,healthy_eating,26-40,urban,0.568,0.588,0.628,0.327,0.691,0.643,0.218,0.196,0,0.125,0,0.601,6,1
7,21,healthy_eating,26-40,urban,0.568,0.588,0.628,0.327,0.684,0.671,0.218,0.184,0,0.107,0,0.602,6,1
7,22,healthy_eating,26-40,urban,0.568,0.588,0.628,0.327,0.662,0.648,0.218,0.172,0,0.089,0,0.593,1,1
7,23,healthy_eating,26-40,urban,0.568,0.588,0.628,0.327,0.658,0.578,0.218,0.16,0,0.071,0,0.61,7,1
7,24,healthy_eating,26-40,urban,0.568,0.588,0.628,0.327,0.645,0.639,0.218,0.148,0,0.053,0,0.567,5,0
8,1,recycling,26-40,suburban,0.767,0.561,0.845,0.694,0.574,0.27,0.772,0.472,1,0.918,0,0.804,11,1
8,2,recycling,26-40,suburban,0.767,0.561,0.845,0.694,0.579,0.259,0.772,0.472,1,0.918,0,0.83,5,1
8,3,recycling,26-40,suburban,0.767,0.561,0.845,0.694,0.563,0.143,0.772,0.472,1,0.918,0,0.853,7,1
8,4,recycling,26-40,suburban,0.767,0.561,0.845,0.694,0.569,0.303,0.772,0.472,1,0.918,0,0.862,4,1
8,5,recycling,26-40,suburban,0.767,0.561,0.845,0.694,0.567,0.312,0.772,0.472,1,0.918,0,0.873,3,1
8,6,recycling,26-40,suburban,0.767,0.561,0.845,0.694,0.524,0.246,0.772,0.472,1,0.918,0,0.847,9,1
8,7,recycling,26-40,suburban,0.767,0.561,0.845,0.694,0.537,0.302,0.772,0.472,1,0.918,0,0.852,6,1
8,8,recycling,26-40,suburban,0.767,0.561,0.845,0.694,0.524,0.265,0.772,0.472,1,0.918,0,0.867,3,1
8,9,recycling,26-40,suburban,0.767,0.561,0.845,0.694,0.581,0.26,0.772,0.472,0,0.918,0,0.842,5,1
8,10,recycling,26-40,suburban,0.767,0.561,0.845,0.694,0.499,0.214,0.772,0.472,0,0.918,0,0.811,10,1
8,11,recycling,26-40,suburban,0.767,0.561,0.845,0.694,0.47,0.224,0.772,0.472,0,0.9,0,0.816,5,1
8,12,recycling,26-40,suburban,0.767,0.561,0.845,0.694,0.481,0.231,0.772,0.472,0,0.882,0,0.786,9,1
8,13,recycling,26-40,suburban,0.767,0.561,0.845,0.694,0.464,0.187,0.772,0.46,0,0.864,0,0.784,9,1
8,14,recycling,26-40,suburban,0.767,0.561,0.845,0.694,0.486,0.221,0.772,0.448,0,0.846,0,0.763,10,1
8,15,recycling,26-40,suburban,0.767,0.561,0.845,0.694,0.421,0.192,0.772,0.436,0,0.828,0,0.772,9,1
8,16,recycling,26-40,suburban,0.767,0.561,0.845,0.694,0.508,0.218,0.772,0.424,0,0.81,0,0.769,8,1
8,17,recycling,26-40,suburban,0.767,0.561,0.845,0.694,0.454,0.265,0.772,0.412,0,0.792,0,0.735,7,1
8,18,recycling,26-40,suburban,0.767,0.561,0.845,0.694,0.46,0.219,0.772,0.4,0,0.774,0,0.733,7,1
8,19,recycling,26-40,suburban,0.767,0.561,0.845,0.694,0.399,0.23,0.772,0.388,0,0.756,0,0.699,5,1
8,20,recycling,26-40,suburban,0.767,0.561,0.845,0.694,0.413,0.245,0.772,0.376,0,0.738,0,0.685,8,1
8,21,recycling,26-40,suburban,0.767,0.561,0.845,0.694,0.413,0.231,0.772,0.364,0,0.72,0,0.677,7,1
8,22,recycling,26-40,suburban,0.767,0.561,0.845,0.694,0.435,0.301,0.772,0.352,0,0.702,0,0.657,5,1
8,23,recycling,26-40,suburban,0.767,0.561,0.845,0.694,0.43,0.262,0.772,0.34,0,0.684,0,0.658,5,1
8,24,recycling,26-40,suburban,0.767,0.561,0.845,0.694,0.394,0.217,0.772,0.328,0,0.666,0,0.658,8,1
9,1,recycling,18-25,urban,0.581,0.661,0.919,0.59,0.79,0.731,0.947,0.33,1,0.894,0,0.708,9,1
9,2,recycling,18-25,urban,0.581,0.661,0.919,0.59,0.791,0.689,0.947,0.33,1,0.894,0,0.776,13,1
9,3,recycling,18-25,urban,0.581,0.661,0.919,0.59,0.763,0.722,0.947,0.33,1,0.894,0,0.814,9,1
9,4,recycling,18-25,urban,0.581,0.661,0.919,0.59,0.773,0.664,0.947,0.33,1,0.894,0,0.837,10,1
9,5,recycling,18-25,urban,0.581,0.661,0.919,0.59,0.741,0.687,0.947,0.33,1,0.894,0,0.843,9,1
9,6,recycling,18-25,urban,0.581,0.661,0.919,0.59,0.77,0.682,0.947,0.33,1,0.894,0,0.846,6,1
9,7,recycling,18-25,urban,0.581,0.661,0.919,0.59,0.726,0.669,0.947,0.33,1,0.894,0,0.849,5,1
9,8,recycling,18-25,urban,0.581,0.661,0.919,0.59,0.708,0.691,0.947,0.33,1,0.894,0,0.845,3,1
9,9,recycling,18-25,urban,0.581,0.661,0.919,0.59,0.698,0.701,0.947,0.33,0,0.894,0,0.841,7,1
9,10,recycling,18-25,urban,0.581,0.661,0.919,0.59,0.665,0.691,0.947,0.33,0,0.894,0,0.813,5,1
9,11,recycling,18-25,urban,0.581,0.661,0.919,0.59,0.729,0.716,0.947,0.33,0,0.876,0,0.794,6,1
9,12,recycling,18-25,urban,0.581,0.661,0.919,0.59,0.682,0.699,0.947,0.33,0,0.858,0,0.784,8,1
9,13,recycling,18-25,urban,0.581,0.661,0.919,0.59,0.704,0.654,0.947,0.318,0,0.84,0,0.771,9,1
9,14,recycling,18-25,urban,0.581,0.661,0.919,0.59,0.713,0.673,0.947,0.306,0,0.822,0,0.738,8,1
9,15,recycling,18-25,urban,0.581,0.661,0.919,0.59,0.691,0.718,0.947,0.294,0,0.804,0,0.742,4,1
9,16,recycling,18-25,urban,0.581,0.661,0.919,0.59,0.657,0.719,0.947,0.282,0,0.786,0,0.702,9,1
9,17,recycling,18-25,urban,0.581,0.661,0.919,0.59,0.69,0.712,0.947,0.27,0,0.768,0,0.668,7,1
9,18,recycling,18-25,urban,0.581,0.661,0.919,0.59,0.613,0.732,0.947,0.258,0,0.75,0,0.673,4,1
